codigo_actual,codigo_nuevo_propuesto,tipo_propuesto,familia_codigo_propuesta,familia_nombre_propuesta,subfamilia_propuesta,familia_actual,descripcion,unidad_medida,merma,precio_unidad,proveedor_precio,formato_compra,cantidad_formato_compra,unidad_formato_compra,precio_formato_compra,fecha_precio,url_precio,observaciones_precio,estado_revision,motivo_revision
ING-0759,ING-ESP-0023,ING,ESP,"Especias, sales y aromáticos",Especias y aromáticos,ALMACEN SECO,ESPECIAS BAYAS DE ENEBRO 275 G,kg,0.00,4.1600,,,,,,,,,propuesto,palabras clave especias/sal/aromáticos
ING-0760,ING-ESP-0024,ING,ESP,"Especias, sales y aromáticos",Especias y aromáticos,ALMACEN SECO,ESPECIAS CARDAMOMO 225 g,kg,0.00,14.6300,,,,,,,,,propuesto,palabras clave especias/sal/aromáticos
ING-0761,ING-ESP-0025,ING,ESP,"Especias, sales y aromáticos",Especias y aromáticos,ALMACEN SECO,ESPECIAS CAYENA,kg,0.00,69.7000,CONSUM,DUCROS pimienta cayena molida tarro 38 g,0.0380,kg,2.6500,2026-06-13,https://tienda.consum.es/es/c/despensa/conservas-aceites-y-condimentos/sal-bicarbonato-y-especias/especias/1615,"Precio con IVA. Equivalente a especias cayena. Convertido desde 6,97 €/100 g a €/kg.",propuesto,palabras clave especias/sal/aromáticos
ING-0762,ING-ESP-0026,ING,ESP,"Especias, sales y aromáticos",Especias y aromáticos,ALMACEN SECO,ESPECIAS CEBOLLA EN POLVO 60 GR,kg,0.00,0.9500,,,,,,,,,propuesto,palabras clave especias/sal/aromáticos
ING-0763,ING-ESP-0027,ING,ESP,"Especias, sales y aromáticos",Especias y aromáticos,ALMACEN SECO,ESPECIAS CLAVO GRANO HS 300G,kg,0.00,150.0000,CONSUM,DUCROS clavos enteros tarro 23 g,0.0230,kg,3.4500,2026-06-13,https://tienda.consum.es/es/c/despensa/conservas-aceites-y-condimentos/sal-bicarbonato-y-especias/especias/1615,"Precio con IVA. €/kg indicado como 15,00 €/100 g. Formato retail, no 300 g.",propuesto,palabras clave especias/sal/aromáticos
ING-0764,ING-ESP-0028,ING,ESP,"Especias, sales y aromáticos",Especias y aromáticos,ALMACEN SECO,ESPECIAS CLAVO MOLIDO,kg,0.00,,,,,,,,,,propuesto,palabras clave especias/sal/aromáticos
ING-0765,ING-ESP-0029,ING,ESP,"Especias, sales y aromáticos",Especias y aromáticos,ALMACEN SECO,ESPECIAS COLORANTE ALIMENTARIO,kg,0.00,36.5000,CONSUM,DUCROS colorante alimentario tarro 60 g,0.0600,kg,2.1900,2026-06-13,https://tienda.consum.es/es/c/despensa/conservas-aceites-y-condimentos/sal-bicarbonato-y-especias/especias/1615,Precio con IVA. €/kg indicado por tienda.,propuesto,palabras clave especias/sal/aromáticos
ING-0766,ING-ESP-0030,ING,ESP,"Especias, sales y aromáticos",Especias y aromáticos,VARIOS,ESPECIAS COMINO GRANO 660 G,kg,0.00,68.3000,CONSUM,DUCROS comino entero tarro 35 g,0.0350,kg,2.3900,2026-06-13,https://tienda.consum.es/es/c/despensa/conservas-aceites-y-condimentos/sal-bicarbonato-y-especias/especias/1615,"Precio con IVA. Convertido desde 6,83 €/100 g a €/kg. Formato retail, no 660 g.",propuesto,palabras clave especias/sal/aromáticos
ING-0767,ING-ESP-0031,ING,ESP,"Especias, sales y aromáticos",Especias y aromáticos,ALMACEN SECO,ESPECIAS COMINO MOLIDO ARO 45G,kg,0.00,34.7500,CONSUM,CONSUM comino molido pequeño,0.0400,kg,1.3900,2026-06-13,https://tienda.consum.es/vl/p/cous-cous/7427672,Fuente relacionada muestra comino molido Consum. Precio estimado por formato pequeño; revisar antes del MASTER.,propuesto,palabras clave especias/sal/aromáticos
ING-0768,ING-ESP-0032,ING,ESP,"Especias, sales y aromáticos",Especias y aromáticos,ALMACEN SECO,ESPECIAS CURRY,kg,0.00,61.7000,CONSUM,DUCROS curry tarro 42 g,0.0420,kg,2.5900,2026-06-13,https://tienda.consum.es/es/c/despensa/conservas-aceites-y-condimentos/sal-bicarbonato-y-especias/especias/1615,"Precio con IVA. Convertido desde 6,17 €/100 g a €/kg.",propuesto,palabras clave especias/sal/aromáticos
ING-0769,ING-ESP-0033,ING,ESP,"Especias, sales y aromáticos",Especias y aromáticos,ALMACEN SECO,ESPECIAS ENELDO SECO,kg,0.00,4.5700,,,,,,,,,propuesto,palabras clave especias/sal/aromáticos
ING-0770,ING-ESP-0034,ING,ESP,"Especias, sales y aromáticos",Especias y aromáticos,ALMACEN SECO,ESPECIAS NUEZ MOSCADA 500G,kg,0.00,28.3300,CONSUM,CONSUM nuez moscada molida 60 g,0.0600,kg,1.7000,2026-06-13,https://tienda.consum.es/es/c/despensa/conservas-aceites-y-condimentos/sal-bicarbonato-y-especias/especias/1615?page=4,Precio con IVA. €/kg indicado por tienda.,propuesto,palabras clave especias/sal/aromáticos
ING-0771,ING-ESP-0035,ING,ESP,"Especias, sales y aromáticos",Especias y aromáticos,ALMACEN SECO,ESPECIAS OREGANO 140 g gm cash,kg,0.00,269.0000,CONSUM,DUCROS orégano tarro 10 g,0.0100,kg,2.6900,2026-06-13,https://tienda.consum.es/es/c/despensa/conservas-aceites-y-condimentos/sal-bicarbonato-y-especias/especias/1615,"Precio con IVA. Convertido desde 26,90 €/100 g a €/kg. Formato retail, no 140 g.",propuesto,palabras clave especias/sal/aromáticos
ING-0772,ING-ESP-0036,ING,ESP,"Especias, sales y aromáticos",Especias y aromáticos,ALMACEN SECO,ESPECIAS PEBRELLA 110 g,kg,0.00,212.7000,CONSUM,SABATER pebrella tarro 15 g,0.0150,kg,3.1900,2026-06-13,https://tienda.consum.es/es/c/despensa/conservas-aceites-y-condimentos/sal-bicarbonato-y-especias/especias/1615,"Precio con IVA. Convertido desde 21,27 €/100 g a €/kg. Formato retail, no 110 g.",propuesto,palabras clave especias/sal/aromáticos
ING-0773,ING-ESP-0037,ING,ESP,"Especias, sales y aromáticos",Especias y aromáticos,ALMACEN SECO,ESPECIAS PIMIENTA BLANCA MOLIDA 550G,kg,0.00,10.6000,,,,,,,,,propuesto,palabras clave especias/sal/aromáticos
ING-0774,ING-ESP-0038,ING,ESP,"Especias, sales y aromáticos",Especias y aromáticos,ALMACEN SECO,ESPECIAS PIMIENTA JAMAICA 50 G,kg,0.00,2.7500,,,,,,,,,propuesto,palabras clave especias/sal/aromáticos
ING-0775,ING-ESP-0039,ING,ESP,"Especias, sales y aromáticos",Especias y aromáticos,ALMACEN SECO,ESPECIAS PIMIENTA NEGRA ENTERA 500 G,kg,0.00,5.7000,,,,,,,,,propuesto,palabras clave especias/sal/aromáticos
ING-0776,ING-ESP-0040,ING,ESP,"Especias, sales y aromáticos",Especias y aromáticos,ALMACEN SECO,ESPECIAS PIMIENTA ROSA,kg,0.00,,,,,,,,,,propuesto,palabras clave especias/sal/aromáticos
ING-0777,ING-ESP-0041,ING,ESP,"Especias, sales y aromáticos",Especias y aromáticos,ALMACEN SECO,ESPECIAS PIMIIENTA NEGRA MOLIDA,kg,0.00,89.8000,CONSUM,DUCROS pimienta negra molida tarro 40 g,0.0400,kg,3.5900,2026-06-13,https://tienda.consum.es/es/c/despensa/conservas-aceites-y-condimentos/sal-bicarbonato-y-especias/especias/1615,"Precio con IVA. Convertido desde 8,98 €/100 g a €/kg.",propuesto,palabras clave especias/sal/aromáticos
ING-0778,ING-PES-0124,ING,PES,Pescados y mariscos,Pescados y mariscos,ALMACEN SECO,ESPECIAS ROMERO,kg,0.00,,,,,,,,,,propuesto,familia o palabras clave pescado/marisco
ING-0779,ING-ESP-0042,ING,ESP,"Especias, sales y aromáticos",Especias y aromáticos,ALMACEN SECO,ESPECIAS SEMILLAS CILANTRO 250 G,kg,0.00,2.6900,,,,,,,,,propuesto,palabras clave especias/sal/aromáticos
ING-0780,ING-ESP-0043,ING,ESP,"Especias, sales y aromáticos",Especias y aromáticos,ALMACEN SECO,ESPECIAS TOMILLO,kg,0.00,,,,,,,,,,propuesto,palabras clave especias/sal/aromáticos
ING-0781,ING-ESP-0044,ING,ESP,"Especias, sales y aromáticos",Especias y aromáticos,ALMACEN SECO,ESPECIES HOJA LAUREL 35 G,kg,0.00,66.0000,CONSUM,SABATER laurel en hojas caja 15 g,0.0150,kg,0.9900,2026-06-13,https://tienda.consum.es/es/c/despensa/conservas-aceites-y-condimentos/sal-bicarbonato-y-especias/especias/1615,"Precio con IVA. Convertido desde 6,60 €/100 g a €/kg.",propuesto,palabras clave especias/sal/aromáticos
ING-0782,ING-SECOS-0007,ING,SECOS,Almacén seco general,Almacén seco general,ALMACEN SECO,ESPIRULINA,kg,0.00,,,,,,,,,,revisar,almacén seco sin subclasificación clara
ING-0783,ING-SECOS-0008,ING,SECOS,Almacén seco general,Almacén seco general,ALMACEN SECO,ESTERILLA SUSHI,kg,0.00,,,,,,,,,,revisar,almacén seco sin subclasificación clara
ING-0784,ING-SECOS-0009,ING,SECOS,Almacén seco general,Almacén seco general,ALMACEN SECO,FABES ASTURIANAS,kg,0.00,,,,,,,,,,revisar,almacén seco sin subclasificación clara
ING-0785,ING-CER-0034,ING,CER,"Cereales, harinas, pan y masas","Cereales, harinas y masas",ALMACEN SECO,FIDEO FINO Nº4,kg,0.00,2.6700,CONSUM,GALLO fideo 4 paquete 450 g,0.4500,kg,1.2000,2026-06-13,https://tienda.consum.es/es/p/fideo-4-paquete/7364979,Precio con IVA. €/kg indicado por tienda. Equivalente a fideo fino nº4.,propuesto,palabras clave cereales/harina/masa
ING-0786,ING-CER-0035,ING,CER,"Cereales, harinas, pan y masas","Cereales, harinas y masas",ALMACEN SECO,FIDEO ARROZ 250G,kg,0.50,9.5600,CONSUM,TIGER KHAN fideos vermicellis de arroz 250 g,0.2500,kg,2.3900,2026-06-13,https://tienda.consum.es/es/c/despensa/cocina-internacional/asiatico/4509,Precio con IVA. Convertido a €/kg desde 250 g.,propuesto,palabras clave cereales/harina/masa
ING-0787,ING-SECOS-0010,ING,SECOS,Almacén seco general,Almacén seco general,ALMACEN SECO,FIFEO FINO Nº 2 gallo 3k,kg,0.00,2.6700,CONSUM,GALLO fideo 2 paquete 450 g,0.4500,kg,1.2000,2026-06-13,https://tienda.consum.es/es/p/fideo-2-paquete/7364961,Precio con IVA. €/kg indicado por tienda. El inventario indica 3 kg; se usa formato retail 450 g.,revisar,almacén seco sin subclasificación clara
ING-0788,ING-CER-0036,ING,CER,"Cereales, harinas, pan y masas","Cereales, harinas y masas",ALMACEN SECO,GALLETA MARIA LEC ARO 200GX4,kg,0.00,3.1600,CONSUM,CONSUM galleta María dorada 800 g aprox.,0.8000,kg,2.5300,2026-06-13,https://tienda.consum.es/es/c/despensa/desayuno-dulces-y-cafe/galletas/1912?page=2,Referencia de galleta María Consum; revisar formato ARO 200 g x4.,propuesto,palabras clave cereales/harina/masa
ING-0789,ING-LEG-0017,ING,LEG,Legumbres,Legumbres,ALMACEN SECO,GARBANZO 1K,kg,0.00,2.5000,CONSUM,CONSUM garbanzo lechoso paquete 1 kg,1.0000,kg,2.5000,2026-06-13,https://tienda.consum.es/es/p/garbanzo-lechoso-paquete/7316763,Precio con IVA. €/kg.,propuesto,palabras clave legumbres
ING-0790,ING-LEG-0018,ING,LEG,Legumbres,Legumbres,ALMACEN SECO,GARBANZO COCIDO 575 G mercadona,kg,0.00,2.0000,CONSUM,CONSUM garbanzo cocido frasco 400 g,0.4000,kg,0.8000,2026-06-13,https://tienda.consum.es/es/c/despensa/arroz-pastas-legumbres/legumbres/garbanzos-secos/5042,Precio con IVA. €/kg indicado por tienda. Oferta vigente en fuente.,propuesto,palabras clave legumbres
ING-0791,ING-LEG-0019,ING,LEG,Legumbres,Legumbres,ALMACEN SECO,GARBANZO COCIDO NAT HS 3K,kg,0.00,2.0000,CONSUM,CONSUM garbanzo cocido frasco 400 g,0.4000,kg,0.8000,2026-06-13,https://tienda.consum.es/es/c/despensa/arroz-pastas-legumbres/legumbres/garbanzos-secos/5042,Equivalente retail; el inventario indica HS 3 kg. Precio con IVA €/kg.,propuesto,palabras clave legumbres
ING-0792,ING-LEG-0020,ING,LEG,Legumbres,Legumbres,ALMACEN SECO,GARBANZOS SECOS pedrosillano 1K,kg,0.00,2.4300,,,,,,,,,propuesto,palabras clave legumbres
ING-0793,ING-SECOS-0011,ING,SECOS,Almacén seco general,Almacén seco general,ALMACEN SECO,GAZPACHO MANCHEGO 10 TORTAS,kg,0.00,5.2500,,,,,,,,,revisar,almacén seco sin subclasificación clara
ING-0794,ING-SECOS-0012,ING,SECOS,Almacén seco general,Almacén seco general,ALMACEN SECO,GUINDILLA VASCA 120G,kg,0.00,1.2800,,,,,,,,,revisar,almacén seco sin subclasificación clara
ING-0795,ING-CER-0037,ING,CER,"Cereales, harinas, pan y masas","Cereales, harinas y masas",ALMACEN SECO,HARINA ARROZ GLUTINOSO 400G,kg,0.50,4.4750,MAKRO,FLOURISH harina de arroz glutinoso 400 g,0.4000,kg,1.7900,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X216547/0032/0021/FLUORISH-harina-de-arroz-glutinoso-400-g,Precio con IVA/IGIC indicado en categoría. Convertido a €/kg desde 400 g.,propuesto,palabras clave cereales/harina/masa
ING-0796,ING-CER-0038,ING,CER,"Cereales, harinas, pan y masas","Cereales, harinas y masas",ALMACEN SECO,HARINA DE TEMPURA,kg,0.50,3.3800,CONSUM,HARIMSA preparado para rebozar tempura sin huevo 500 g,0.5000,kg,1.6900,2026-06-13,https://tienda.consum.es/es/p/preparado-para-rebozar-tempura-sin-huevo/7405124,Precio con IVA. Convertido a €/kg desde 500 g.,propuesto,palabras clave cereales/harina/masa
ING-0797,ING-CER-0039,ING,CER,"Cereales, harinas, pan y masas","Cereales, harinas y masas",ALMACEN SECO,HARINA GARBANZO PEDRO S/G DOY 2K,kg,0.50,4.2300,CONSUM,HARIMSA harina de garbanzo paquete 400 g,0.4000,kg,1.6900,2026-06-13,https://tienda.consum.es/es/p/harina-de-garbanzo-paquete/7321276,Producto equivalente sin gluten. Precio con IVA. Convertido a €/kg desde 400 g.,propuesto,palabras clave cereales/harina/masa
ING-0798,ING-SECOS-0013,ING,SECOS,Almacén seco general,Almacén seco general,ALMACEN SECO,HUMMUS,kg,0.00,,,,,,,,,,revisar,almacén seco sin subclasificación clara
ING-0799,ING-SECOS-0014,ING,SECOS,Almacén seco general,Almacén seco general,ALMACEN SECO,HUMO EN POLVO SOSA 500G,kg,0.00,39.8000,MAKRO,SOSA Ingredients humo en polvo 500 g,0.5000,kg,19.9000,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X153161/0032/0021/Sosa-ingredients-humo-en-polvo-500g,Precio con IVA/IGIC incluido. Convertido a €/kg.,revisar,almacén seco sin subclasificación clara
ING-0800,ING-ESP-0045,ING,ESP,"Especias, sales y aromáticos",Especias y aromáticos,ALMACEN SECO,JENGIBRE SUSHI 250R,kg,0.00,2.7200,,,,,,,,,propuesto,palabras clave especias/sal/aromáticos
ING-0801,ING-CAR-0157,ING,CAR,Carnes y aves,Carnes y aves,ALMACEN SECO,JUGO CARNE BOVRIL 500G,kg,0.00,33.3400,MAKRO,KNORR PROFESSIONAL Bovril bote 500 g,0.5000,kg,16.6700,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X800816/0032/0021/Knorr-Professional-jugo-carne-bovril-bote-500g,Precio con IVA/IGIC incluido. Convertido a €/kg desde bote 500 g.,propuesto,familia o palabras clave carnes
ING-0802,ING-SECOS-0015,ING,SECOS,Almacén seco general,Almacén seco general,ALMACEN SECO,"KETCHUP 1,85L",kg,0.00,1.7000,,,,,,,,,revisar,almacén seco sin subclasificación clara
ING-0803,ING-SECOS-0016,ING,SECOS,Almacén seco general,Almacén seco general,ALMACEN SECO,KIKOS,kg,0.00,,,,,,,,,,revisar,almacén seco sin subclasificación clara
ING-0804,ING-LEG-0021,ING,LEG,Legumbres,Legumbres,ALMACEN SECO,LENTEJA HS 5KG PARD EXT,kg,0.00,2.1700,,,,,,,,,propuesto,palabras clave legumbres
ING-0805,ING-LEG-0022,ING,LEG,Legumbres,Legumbres,ALMACEN SECO,LENTEJA PARDINA 1,kg,0.00,1.3400,,,,,,,,,propuesto,palabras clave legumbres
ING-0806,ING-SECOS-0017,ING,SECOS,Almacén seco general,Almacén seco general,ALMACEN SECO,LÍQUIDO DE AHUMAR,kg,0.00,,,,,,,,,,revisar,almacén seco sin subclasificación clara
ING-0807,ING-SECOS-0018,ING,SECOS,Almacén seco general,Almacén seco general,ALMACEN SECO,LITCHIE EN ALMIBAR,kg,0.00,,,,,,,,,,revisar,almacén seco sin subclasificación clara
ING-0808,ING-SECOS-0019,ING,SECOS,Almacén seco general,Almacén seco general,ALMACEN SECO,MAIZ DULCE GRANO ARO 285 GX3,kg,0.00,2.1000,,,,,,,,,revisar,almacén seco sin subclasificación clara
ING-0809,ING-LAC-0037,ING,LAC,Lácteos,Lácteos,ALMACEN SECO,MANTEQUILLA CACHUETE 510 G,kg,0.00,8.6000,CONSUM,CONSUM crema de cacahuete 500 g,0.5000,kg,4.3000,2026-06-13,https://tienda.consum.es/es/c/despensa/desayuno-dulces-y-cafe/cremas-untar/1890,Producto equivalente a mantequilla/crema de cacahuete. Precio estimado de categoría Consum; revisar antes de importación final.,propuesto,palabras clave lácteos
ING-0810,ING-SECOS-0020,ING,SECOS,Almacén seco general,Almacén seco general,ALMACEN SECO,MAYONESA ARO 3600ML,kg,0.00,1.1900,,,,,,,,,revisar,almacén seco sin subclasificación clara
ING-0811,ING-SECOS-0021,ING,SECOS,Almacén seco general,Almacén seco general,ALMACEN SECO,MAYONESA HS 5L,kg,0.00,8.9500,,,,,,,,,revisar,almacén seco sin subclasificación clara
ING-0812,ING-SECOS-0022,ING,SECOS,Almacén seco general,Almacén seco general,ALMACEN SECO,MAZORQUITA COCIDA 100G,kg,0.00,1.0500,,,,,,,,,revisar,almacén seco sin subclasificación clara
ING-0813,ING-FRU-0077,ING,FRU,Frutas,Frutas,ALMACEN SECO,"MELOCOTON.EXT.ALMIBAR 1,4K",kg,0.00,4.2467,MAKRO,ARO melocotón gajo en almíbar lata 1500 g neto escurrido,1.5000,kg,6.3700,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X220459/0032/0021/aro-Melocot%C3%B3n-gajo-almibar-lata-1500-gne-%282600-g%29,Precio con IVA/IGIC incluido. Convertido a €/kg neto escurrido.,propuesto,familia o palabras clave fruta
ING-0814,ING-CON-0018,ING,CON,Conservas y encurtidos,Conservas y encurtidos,ALMACEN SECO,MERMELADA FRAMBUESA 340g mercadona,kg,0.00,1.5500,,,,,,,,,propuesto,palabras clave conservas/encurtidos
ING-0815,ING-END-0012,ING,END,Endulzantes y azúcares,Endulzantes,ALMACEN SECO,MIEL MULTIFLORAL HS 1KG,kg,0.00,6.2000,CONSUM,CONSUM miel milflores dosificador 500 g,0.5000,kg,3.1000,2026-06-13,https://tienda.consum.es/es/c/despensa/desayuno-dulces-y-cafe/mermeladas-confituras-y-miel/miel/1569,Precio con IVA. €/kg indicado por tienda.,propuesto,palabras clave endulzantes
ING-0816,ING-END-0013,ING,END,Endulzantes y azúcares,Endulzantes,ALMACEN SECO,MIEL MULTIFLORES 500 G mercadona,kg,0.00,6.2000,CONSUM,CONSUM miel milflores dosificador 500 g,0.5000,kg,3.1000,2026-06-13,https://tienda.consum.es/es/c/despensa/desayuno-dulces-y-cafe/mermeladas-confituras-y-miel/miel/1569,Equivalente a miel multiflores 500 g. Precio con IVA. €/kg indicado por tienda.,propuesto,palabras clave endulzantes
ING-0817,ING-SECOS-0023,ING,SECOS,Almacén seco general,Almacén seco general,ALMACEN SECO,MIRIN 1L,kg,0.00,9.7700,,,,,,,,,revisar,almacén seco sin subclasificación clara
ING-0818,ING-SECOS-0024,ING,SECOS,Almacén seco general,Almacén seco general,ALMACEN SECO,MISO SHIRO 400G,kg,0.00,6.2700,,,,,,,,,revisar,almacén seco sin subclasificación clara
ING-0819,ING-SECOS-0025,ING,SECOS,Almacén seco general,Almacén seco general,ALMACEN SECO,MOSTAZA ANTIGUA 380 G,kg,0.00,4.5000,,,,,,,,,revisar,almacén seco sin subclasificación clara
ING-0820,ING-SECOS-0026,ING,SECOS,Almacén seco general,Almacén seco general,ALMACEN SECO,MOSTAZA DIJON ORIG MAILLE 380G,kg,0.00,4.4500,,,,,,,,,revisar,almacén seco sin subclasificación clara
ING-0821,ING-SECOS-0027,ING,SECOS,Almacén seco general,Almacén seco general,ALMACEN SECO,"MOSTAZA HS 1,85",kg,0.00,2.9500,,,,,,,,,revisar,almacén seco sin subclasificación clara
ING-0822,ING-CER-0040,ING,CER,"Cereales, harinas, pan y masas","Cereales, harinas y masas",ALMACEN SECO,NODDLES DE ARROZ 250 G FIDEOS,kg,0.00,9.9600,CONSUM,GO-TAN tallarines de arroz 250 g,0.2500,kg,2.4900,2026-06-13,https://tienda.consum.es/es/c/despensa/cocina-internacional/asiatico/4509,Equivalente a noodles/fideos de arroz. Precio con IVA. €/kg indicado por tienda.,propuesto,palabras clave cereales/harina/masa
ING-0823,ING-SECOS-0028,ING,SECOS,Almacén seco general,Almacén seco general,ALMACEN SECO,NUTELLA 200G,kg,0.00,0.0000,,,,,,,,,revisar,almacén seco sin subclasificación clara
ING-0824,ENV-ENV-0020,ENV,ENV,Envases y packaging,Envases / consumibles,ALMACEN SECO,PAN DE MOLDE HOSTELERIA 1K,kg,0.00,4.9800,CONSUM,BIMBO pan molde rebanada estilo artesano 500 g,0.5000,kg,2.4900,2026-06-13,https://tienda.consum.es/es/c/despensa/panes-y-tostadas/5153,Equivalente retail a pan de molde. Precio con IVA. €/kg indicado por tienda.,propuesto,palabras clave envase/packaging
ING-0825,ING-PES-0125,ING,PES,Pescados y mariscos,Pescados y mariscos,ALMACEN SECO,PAN GAMBAS HAINAM 1KG,kg,0.00,27.0000,CONSUM,ZANUY pan de gamba bolsa 50 g,0.0500,kg,1.3500,2026-06-13,https://tienda.consum.es/es/c/despensa/cocina-internacional/asiatico/4509,"Precio con IVA. €/kg indicado por tienda. Formato retail, no 1 kg Hainam.",propuesto,familia o palabras clave pescado/marisco
ING-0826,ING-CER-0041,ING,CER,"Cereales, harinas, pan y masas","Cereales, harinas y masas",ALMACEN SECO,PAN NEGRO 82% CENTENO 500G,kg,0.00,4.0500,CONSUM,Pan de centeno 33% 210 g,,210 g,0.8500,2026-06-13,https://tienda.consum.es/es/p/pan-de-centeno-33/7460657,"Equivalente parcial a pan negro/centeno, no 82%. Precio con IVA. €/kg indicado por tienda; revisar antes del MASTER.",propuesto,palabras clave cereales/harina/masa
ING-0827,ING-CER-0042,ING,CER,"Cereales, harinas, pan y masas","Cereales, harinas y masas",ALMACEN SECO,PAN PANKO RALLADO JAPONES 1KG,kg,0.00,11.0000,CONSUM,FRUMEN pan rallado estilo japonés panko 150 g,0.1500,kg,1.6500,2026-06-13,https://tienda.consum.es/es/p/pan-rallado-estilo-japones-panko/7282239,"Precio con IVA. €/kg indicado por tienda. Formato retail, no 1 kg.",propuesto,palabras clave cereales/harina/masa
ING-0828,ING-CER-0043,ING,CER,"Cereales, harinas, pan y masas","Cereales, harinas y masas",ALMACEN SECO,PAN RALLADO HS 5 KG,kg,0.00,1.2000,CONSUM,CONSUM pan rallado clásico 500 g,0.5000,kg,0.6000,2026-06-13,https://tienda.consum.es/es/p/placas-para-lasana-y-canelones-sin-gluten/7360795,"Precio con IVA. €/kg indicado en productos relacionados. Equivalente retail, no saco 5 kg.",propuesto,palabras clave cereales/harina/masa
ING-0829,ING-CER-0044,ING,CER,"Cereales, harinas, pan y masas","Cereales, harinas y masas",ALMACEN SECO,PAN TOSTADO MINI BISCOTES 320G,kg,0.00,2.1200,,,,,,,,,propuesto,palabras clave cereales/harina/masa
ING-0830,ING-CER-0045,ING,CER,"Cereales, harinas, pan y masas","Cereales, harinas y masas",ALMACEN SECO,PAN TRAMEZZINI,kg,0.00,6.5000,MAKRO,METRO Chef pan molde tramezzino 1 kg,1.0000,kg,6.5000,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X158431/0032/0021/METRO-Chef-pan-molde-tramezzino-1Kg,Precio con IVA/IGIC incluido. €/kg.,propuesto,palabras clave cereales/harina/masa
ING-0831,ENV-ENV-0021,ENV,ENV,Envases y packaging,Envases / consumibles,ALMACEN SECO,PAPEL ARROZ ROLLITO PRIMAVERA 22 CM,kg,0.00,7.4300,,,,,,,,,propuesto,palabras clave envase/packaging
ING-0832,ING-CER-0046,ING,CER,"Cereales, harinas, pan y masas","Cereales, harinas y masas",ALMACEN SECO,PASTA BRICK 180 G,kg,0.00,15.8824,MAKRO,JR pasta brik 10 hojas 170 g,0.1700,kg,2.7000,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X41036/0032/0021/Jr-Pasta-brik-10-hojas-170g,Precio con IVA/IGIC incluido. Convertido a €/kg.,propuesto,palabras clave cereales/harina/masa
ING-0833,ING-CER-0047,ING,CER,"Cereales, harinas, pan y masas","Cereales, harinas y masas",ALMACEN SECO,PASTA CANELON 20 UNID 160 G,kg,0.00,12.8000,CONSUM,EL PAVO canelón fácil precocido 18 placas 125 g,0.1250,kg,1.6000,2026-06-13,https://tienda.consum.es/es/p/canelon-facil-precocido-caja-18-placas/7298198,"Producto equivalente: 18 placas, no 20 uds/160 g. Precio con IVA. €/kg indicado.",propuesto,palabras clave cereales/harina/masa
ING-0834,ING-CER-0048,ING,CER,"Cereales, harinas, pan y masas","Cereales, harinas y masas",ALMACEN SECO,PASTA FILO 500 G MAKRO,kg,0.00,16.5200,MAKRO,JR pasta filo fresca 500 g,0.5000,kg,8.2600,2026-06-13,https://tienda.makro.es/shop/store/pv/BTY-X65793/0032/0021/Jr-pasta-filo-fresca-500g,Precio con IVA/IGIC incluido. Convertido a €/kg.,propuesto,palabras clave cereales/harina/masa
ING-0835,ING-CER-0049,ING,CER,"Cereales, harinas, pan y masas","Cereales, harinas y masas",ALMACEN SECO,PASTA ITALIANA FUSSILI espirales,kg,0.00,3.3800,CONSUM,BARILLA fusilli 500 g,0.5000,kg,1.6900,2026-06-13,https://tienda.consum.es/es/c/despensa/arroz-pastas-legumbres/pastas/pasta-italiana/2719,Precio con IVA. €/kg indicado por tienda.,propuesto,palabras clave cereales/harina/masa
ING-0836,ING-CER-0050,ING,CER,"Cereales, harinas, pan y masas","Cereales, harinas y masas",ALMACEN SECO,PASTA KATAIFI KANAKI 500GR FRESCA,kg,0.00,9.1400,MAKRO,JR pasta kataifi fresca 500 g,0.5000,kg,4.5700,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X65836/0032/0021/Pasta-Kataifi-fresca-jr-GIORDANI-bolsa-500g,Precio con IVA/IGIC incluido. Convertido a €/kg.,propuesto,palabras clave cereales/harina/masa
ING-0837,ING-CER-0051,ING,CER,"Cereales, harinas, pan y masas","Cereales, harinas y masas",ALMACEN SECO,PASTA LASAÑA 18 u =200 g,kg,0.00,8.2500,CONSUM,EL PAVO lasaña fácil precocida 18 placas 200 g,0.2000,kg,1.6500,2026-06-13,https://tienda.consum.es/es/p/lasana-facil-precocida-caja-18-placas/7024578,Precio con IVA. €/kg indicado por tienda.,propuesto,palabras clave cereales/harina/masa
ING-0838,ING-CER-0052,ING,CER,"Cereales, harinas, pan y masas","Cereales, harinas y masas",ALMACEN SECO,PASTA LASAÑA BLANCA 18X10,kg,0.00,16.0000,,,,,,,,,propuesto,palabras clave cereales/harina/masa
ING-0839,ING-CER-0053,ING,CER,"Cereales, harinas, pan y masas","Cereales, harinas y masas",ALMACEN SECO,PASTA LASAÑA VERDE 18 U,kg,0.00,22.6200,,,,,,,,,propuesto,palabras clave cereales/harina/masa
