codigo,descripcion,merma,precio_unidad,proveedor_precio,formato_compra,precio_original,unidad_original,fecha_precio,url_precio,observaciones_precio,lote_origen,archivo_origen,_tiene_precio,_score,seleccionado_master,motivo_resolucion
ING-0228,COCOCHA BACALAO,5.0,,PENDIENTE,,,,2026-06-13,,Fuera de lote: pescado/marisco. Revisado en lote04.,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0258,BACALAda SALAZON FILETON,10.0,19.9,CONSUM,Filete de bacalao fresco/desalado mostrador,19.9,1 kg,2026-06-13,https://tienda.consum.es/es/p/filete-de-bacalao/7108314,Equivalente a filete/lomo salazón. Precio con IVA. €/kg.,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv,SI,1120,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0258,BACALAda SALAZON FILETON,0.0,,PENDIENTE,,,,2026-06-13,,Duplicado/fuera de lote: bacalao tratado en lote04.,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0259,BACALAO marinado AHUMADO EN ACEITE mercadona 110 G,0.0,,PENDIENTE,,,,2026-06-13,,Producto específico Mercadona 110 g no verificado en fuente accesible; no actualizo para evitar precio inventado.,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv,NO,0,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0259,BACALAO marinado AHUMADO EN ACEITE mercadona 110 G,0.0,,PENDIENTE,,,,2026-06-13,,Duplicado/fuera de lote: bacalao ahumado/marinado tratado como pendiente en lote04.,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv,NO,-110,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0259,BACALAO marinado AHUMADO EN ACEITE mercadona 110 G,0.0,,PENDIENTE,,,,2026-06-13,,Fuera de lote: pescado/marisco. No actualizar en bebidas.,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0260,BACALAO CALLOS SALMUERA 500G,0.0,,PENDIENTE,,,,2026-06-13,,Callos de bacalao salmuera 500 g no localizados con precio oficial claro.,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv,NO,0,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0260,BACALAO CALLOS SALMUERA 500G,0.0,,PENDIENTE,,,,2026-06-13,,Duplicado/fuera de lote: bacalao callos tratado como pendiente en lote04.,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv,NO,-110,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0261,BACALAO COCOCHAS 400 G,5.0,,PENDIENTE,,,,2026-06-13,,Cocochas de bacalao 400 g no localizadas con precio oficial claro.,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv,NO,0,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0261,BACALAO COCOCHAS 400 G,5.0,,PENDIENTE,,,,2026-06-13,,"Fuera de lote: pescado/marisco, revisar en lote04.",lote06,actualizacion_precios_lote06_frutas_con_mermas.csv,NO,-85,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0261,BACALAO COCOCHAS 400 G,5.0,,PENDIENTE,,,,2026-06-13,,Fuera de lote: pescado/marisco. Revisado en lote04.,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0282,AJETE CHINO/cebolla tierna china,15.0,9.3333,MAKRO,Cebolleta china manojo 150 g,1.4,150 g,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X202723/0032/0021/Cebolleta-china-manojo-150gramos,"Precio con IVA. Convertido a €/kg. Merma estimada por raíces, puntas y hojas deterioradas.",lote01,actualizacion_precios_lote1_10_con_mermas.csv,SI,1135,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0282,AJETE CHINO/cebolla tierna china,15.0,,PENDIENTE,,,,2026-06-13,,Duplicado: ajete chino/cebolleta tratado en lote01. Mantener precio anterior.,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0282,AJETE CHINO/cebolla tierna china,0.0,,PENDIENTE,,,,2026-06-13,,Duplicado/fuera de lote: ajete chino tratado en lote01/lote05.,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0288,ALCACHOFA MORADA,55.0,2.9,CONSUM,Alcachofa granel,2.9,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=3,Equivalente a alcachofa morada. Precio con IVA. €/kg indicado por tienda.,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv,SI,1120,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0288,ALCACHOFA MORADA,55.0,,PENDIENTE,,,,2026-06-13,,Duplicado/fuera de lote: alcachofa morada ya tratada en lote05 verduras.,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0289,ALGA AGAR AGAR EN COPOS,0.0,,PENDIENTE,,,,2026-06-13,,Agar agar en copos: reservar para lote08/12 texturizantes.,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv,NO,0,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0289,ALGA AGAR AGAR EN COPOS,0.0,,PENDIENTE,,,,2026-06-13,,Agar agar en copos: no sustituyo por agar agar en polvo sin revisión.,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv,NO,0,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0291,ALGA ESPAGUETI DE MAR/ CODIUM,0.0,,PENDIENTE,,,,2026-06-13,,Alga espagueti de mar/codium no localizada con precio oficial claro en fuentes objetivo.,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv,NO,0,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0291,ALGA ESPAGUETI DE MAR/ CODIUM,0.0,,PENDIENTE,,,,2026-06-13,,Alga/codium sigue pendiente: no localizado precio oficial claro.,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv,NO,-40,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0292,ALGA LECHUGA DE MAR SALAZON,0.0,,PENDIENTE,,,,2026-06-13,,Alga lechuga de mar salazón no localizada con precio oficial claro.,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv,NO,0,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0292,ALGA LECHUGA DE MAR SALAZON,0.0,,PENDIENTE,,,,2026-06-13,,Alga lechuga de mar salazón no localizada con precio oficial claro.,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv,NO,0,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0295,BABY LEAF mix ensaladas 300 G,5.0,19.9,CONSUM,FLORETTE ensalada gourmet primeros brotes 100 g,1.99,100 g,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=4,Equivalente a baby leaf/mix. Precio con IVA. €/kg indicado por tienda.,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv,SI,1120,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0295,BABY LEAF mix ensaladas 300 G,0.0,,PENDIENTE,,,,2026-06-13,,Duplicado/fuera de lote: baby leaf tratado en lote05 verduras.,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0303,"BROTES SAKURA MIX 1,6KG makro",5.0,14.3312,MAKRO,"Brote Sakura caja 1,6 kg",22.93,"1,6 kg",2026-06-13,https://tienda.makro.es/shop/pv/BTY-X56814/0032/0021/Brote-sakura-caja-1-6kg,"Precio con IVA/IGIC incluido. Convertido a €/kg. Producto fresco delicado, merma por selección.",lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv,SI,1135,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0303,"BROTES SAKURA MIX 1,6KG makro",5.0,,PENDIENTE,,,,2026-06-13,,"Brotes Sakura Mix 1,6 kg Makro no localizado con precio oficial claro en esta revisión.",lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv,NO,0,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0303,"BROTES SAKURA MIX 1,6KG makro",0.0,,PENDIENTE,,,,2026-06-13,,Fuera de lote: brotes sakura/verduras.,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0308,CANONIGOS 100 G sh levante,5.0,9.6,CONSUM,CONSUM canónigos bolsa 125 g,1.2,125 g,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=2,Precio con IVA. €/kg indicado por tienda.,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv,SI,1135,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0308,CANONIGOS 100 G sh levante,0.0,,PENDIENTE,,,,2026-06-13,,Fuera de lote: canónigos corresponde a lote05 verduras.,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0312,CEBOLLA MORADA 1K,10.0,2.8,CONSUM,Cebolla morada malla,1.4,500 g aprox.,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=4,Precio con IVA. €/kg indicado por tienda.,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv,SI,1135,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0312,CEBOLLA MORADA 1K,10.0,,PENDIENTE,,,,2026-06-13,,Duplicado/fuera de lote: cebolla morada ya tratada en lote05 verduras.,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0316,CHAMPIÑÓN K,5.0,5.79,CONSUM,Champiñón granel,5.79,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=6,Precio con IVA. €/kg indicado por tienda.,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv,SI,1135,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0316,CHAMPIÑÓN K,5.0,,PENDIENTE,,,,2026-06-13,,Fuera de lote: champiñón tratado en lote05 verduras.,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0317,CHAMPIÑON PORTOBELLO,5.0,7.96,CONSUM,Champiñón portobello bandeja,1.99,250 g aprox.,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=6,Precio con IVA. €/kg indicado por tienda.,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv,SI,1135,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0317,CHAMPIÑON PORTOBELLO,5.0,,PENDIENTE,,,,2026-06-13,,Fuera de lote: portobello tratado en lote05 verduras.,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0322,CITRONELA LEMON-GRAS 300G,15.0,,PENDIENTE,,,,2026-06-13,,Citronela/lemon grass 300 g no localizado con precio oficial claro.,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv,NO,0,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0322,CITRONELA LEMON-GRAS 300G,0.0,,PENDIENTE,,,,2026-06-13,,Fuera de lote: citronela/lemon grass corresponde a verduras/aromáticos.,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0328,COL REPOLLO LISO 1PIEZA 2K,15.0,1.8,CONSUM,Repollo liso entero,1.8,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=4,Precio con IVA. €/kg indicado por tienda.,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv,SI,1135,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0328,COL REPOLLO LISO 1PIEZA 2K,20.0,,PENDIENTE,,,,2026-06-13,,Verdura: reservado para lote de verduras.,lote03,actualizacion_precios_lote03_carnes_aves_charcuteria_con_mermas.csv,NO,0,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0329,COL REPOLLO RIZADO,20.0,1.99,CONSUM,Col rizada pieza,1.99,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=6,Precio con IVA. €/kg indicado por tienda.,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv,SI,1135,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0329,COL REPOLLO RIZADO,20.0,,PENDIENTE,,,,2026-06-13,,Verdura: reservado para lote de verduras.,lote03,actualizacion_precios_lote03_carnes_aves_charcuteria_con_mermas.csv,NO,0,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0331,COLIFLOR MORADA,30.0,2.2,CONSUM,Coliflor granel,2.2,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=7,Equivalente a coliflor morada. Precio con IVA. €/kg.,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv,SI,1120,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0331,COLIFLOR MORADA,30.0,,PENDIENTE,,,,2026-06-13,,Duplicado/fuera de lote: coliflor morada ya tratada en lote05 verduras.,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0331,COLIFLOR MORADA,30.0,,PENDIENTE,,,,2026-06-13,,Duplicado: coliflor morada tratada en lote05 verduras.,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0332,COLIFLOR unidades,30.0,2.2,CONSUM,Coliflor granel,2.2,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=7,Precio con IVA. €/kg indicado por tienda. Merma por hojas/tronco.,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv,SI,1135,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0332,COLIFLOR unidades,30.0,,PENDIENTE,,,,2026-06-13,,Duplicado: coliflor tratada en lote05 verduras.,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0333,DIENTE DE LEON,10.0,,PENDIENTE,,,,2026-06-13,,Diente de león no localizado con precio oficial claro.,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv,NO,0,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0333,DIENTE DE LEON,0.0,,PENDIENTE,,,,2026-06-13,,Fuera de lote: diente de león corresponde a verduras/aromáticos.,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0362,HOJA LIMA KAFFIR 100 GR,0.0,,PENDIENTE,,,,2026-06-13,,Hoja de lima kaffir: producto aromático fuera de fruta fresca; reservar para lote09/12.,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv,NO,0,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0362,HOJA LIMA KAFFIR 100 GR,10.0,,PENDIENTE,,,,2026-06-13,,Hoja lima kaffir 100 g: no localizado precio oficial claro en fuentes objetivo.,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv,NO,0,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0449,AGUACATE A DADOS 1K,0.0,6.55,MAKRO,METRO Chef aguacate dados 1 kg congelado,6.55,1 kg,2026-06-13,https://tienda.makro.es/shop/category/alimentaci%C3%B3n-general/congelados/frutas-y-verduras-congeladas/frutas-congeladas,"Precio de categoría Makro. Producto congelado limpio, merma 0%.",lote06,actualizacion_precios_lote06_frutas_con_mermas.csv,SI,1125,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0449,AGUACATE A DADOS 1K,0.0,,PENDIENTE,,,,2026-06-13,,Aguacate a dados congelado: mejor reservar para lote06 frutas/congelados.,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv,NO,0,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0449,AGUACATE A DADOS 1K,0.0,,PENDIENTE,,,,2026-06-13,,Duplicado/fuera de lote: aguacate dados tratado en lote06 frutas.,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0450,BOLETUS ENTEROS CONGELADOS 750G,0.0,17.88,MAKRO,METRO Chef boletus enteros 750 g,13.41,750 g,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X139236/0032/0021/METRO-Chef-Boletus-enteros-750-g,Precio con IVA/IGIC incluido. Convertido a €/kg. Congelado limpio.,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv,SI,1135,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0450,BOLETUS ENTEROS CONGELADOS 750G,0.0,,PENDIENTE,,,,2026-06-13,,Duplicado: boletus enteros congelados tratado en lote05 verduras.,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0450,BOLETUS ENTEROS CONGELADOS 750G,0.0,,PENDIENTE,,,,2026-06-13,,Fuera de lote: boletus tratado en lote05 verduras.,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0451,BOLETUS TROCEADO CONGELADOS,0.0,17.88,MAKRO,METRO Chef boletus enteros 750 g,13.41,750 g,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X139236/0032/0021/METRO-Chef-Boletus-enteros-750-g,Equivalente a boletus troceado congelado. Precio con IVA/IGIC incluido. Revisar si hay formato troceado específico.,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv,SI,1120,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0451,BOLETUS TROCEADO CONGELADOS,0.0,,PENDIENTE,,,,2026-06-13,,Duplicado: boletus troceado congelado tratado en lote05 verduras.,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0466,AGUACATE 1K,30.0,5.0,CONSUM,Aguacate premadurado pieza precio aprox.,1.0,"pieza aprox.; 5,00 €/kg",2026-06-13,https://tienda.consum.es/es/c/frescos/frutas/2179,Precio con IVA. €/kg indicado en categoría. Merma por piel y hueso.,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv,SI,1135,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0466,AGUACATE 1K,0.0,,PENDIENTE,,,,2026-06-13,,Duplicado/fuera de lote: aguacate tratado en lote06 frutas.,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0469,CALABAZA CHATA,25.0,1.99,CONSUM,Calabaza entera,1.99,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=5,Mismo producto duplicado en familia fruta. Precio con IVA. €/kg indicado por tienda.,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv,SI,1065,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0469,CALABAZA CHATA,25.0,1.99,CONSUM,Calabaza entera,1.99,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=5,"Duplicado de verdura, precio con IVA. €/kg. Merma por piel y semillas.",lote06,actualizacion_precios_lote06_frutas_con_mermas.csv,SI,1065,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0476,COCO FRESCO,60.0,,PENDIENTE,,,,2026-06-13,,Coco fresco no actualizado: no localizado precio oficial claro comparable por kg; requiere decidir si se compra por pieza.,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv,NO,0,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0476,COCO FRESCO,60.0,,PENDIENTE,,,,2026-06-13,,Fuera de lote: coco fresco tratado en lote06 frutas como pendiente.,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,NO,-110,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0512,PLATANO CANARIAS,35.0,2.9,CONSUM,Plátano Canario IGP pieza precio aprox.,0.54,"pieza aprox.; 2,90 €/kg",2026-06-13,https://tienda.consum.es/es/c/frescos/frutas/2179,Precio con IVA. €/kg indicado en categoría. Merma por piel.,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv,SI,1135,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0512,PLATANO CANARIAS,35.0,,PENDIENTE,,,,2026-06-13,,Duplicado: plátano Canarias tratado en lote06 frutas.,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0513,PLATANO MACHO,35.0,2.99,CONSUM,Plátano de freír/macho pieza precio aprox.,0.0,"pieza aprox.; 2,99 €/kg",2026-06-13,https://tienda.consum.es/es/p/aguacate-bandeja/7333623,Precio con IVA. €/kg indicado en recomendados de producto. Merma por piel.,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv,SI,1135,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0513,PLATANO MACHO,35.0,,PENDIENTE,,,,2026-06-13,,Duplicado: plátano macho tratado en lote06 frutas.,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0521,AGAR AGAR,0.0,68.32,MAKRO,SOSA Ingredients Agar-Agar 500 g,34.16,500 g,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X145419/0032/0021/Sosa-Ingredients-agar-500g,Precio con IVA/IGIC incluido. Convertido a €/kg.,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,SI,1135,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0521,AGAR AGAR,0.0,68.32,MAKRO,SOSA Ingredients agar-agar 500 g,34.16,500 g,2026-06-13,https://tienda.makro.es/shop/store/pv/BTY-X145419/0032/0021/SOSA-INGREDIENTS-Agar-Agar-500g,Precio con IVA/IGIC incluido. Convertido a €/kg.,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv,SI,1135,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0522,AGUA DE AZAHAR 1L,0.0,,PENDIENTE,,,,2026-06-13,,Agua de azahar 1 L no localizada con precio oficial claro; no sustituyo por aroma pequeño de repostería.,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,NO,0,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0522,AGUA DE AZAHAR 1L,0.0,,PENDIENTE,,,,2026-06-13,,"Agua de azahar: pastelería/aromas; reservar para lote08/lote12, no bebidas.",lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv,NO,0,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0523,ALBARICOQUE mitad congelado,0.0,19.92,CONSUM,Orejón albaricoque desecado doypack 125 g,2.49,125 g,2026-06-13,https://tienda.consum.es/es/p/zanahoria-rallada-bolsa/7288645,"Equivalente desecado, no mitad congelado. Precio con IVA. Convertido a €/kg. Revisar antes de actualizar si se necesita congelado.",lote06,actualizacion_precios_lote06_frutas_con_mermas.csv,SI,1120,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0523,ALBARICOQUE mitad congelado,0.0,,PENDIENTE,,,,2026-06-13,,Duplicado/fruta: albaricoque congelado ya revisado en lote06. No actualizar aquí.,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0523,ALBARICOQUE mitad congelado,0.0,,PENDIENTE,,,,2026-06-13,,Duplicado/fruta: albaricoque congelado ya tratado o revisado en lote06 frutas.,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0524,ALBUMINA EN POLVO 5OO G SOSA,0.0,,PENDIENTE,,,,2026-06-13,,Albúmina en polvo Sosa 500 g no localizada con precio oficial claro en fuentes objetivo.,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,NO,0,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0524,ALBUMINA EN POLVO 5OO G SOSA,0.0,,PENDIENTE,,,,2026-06-13,,Albúmina en polvo Sosa 500 g: no localizado precio oficial claro en Makro/Consum/Mercadona durante esta revisión.,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv,NO,0,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0525,ALMENDRA ENTERA REPELEDA,1.0,15.38,MAKRO,METRO Chef almendra cruda repelada bolsa 1 kg,15.38,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X155253/0032/0021/Almendra-cruda-repelada-MAKRO-CHEF-bolsa-1kg,Precio con IVA. €/kg. Merma mínima estimada por rotura/cribado.,lote01,actualizacion_precios_lote1_10_con_mermas.csv,SI,1135,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
